stem,split_old,split_new,prefix,number,source,roya,coco,minador,group_root
SANAS_NUEVAS_615,train,train,SANAS_NUEVAS,615,own_field,0,0,0,SANAS_SOCORRO_518
SANAS_NUEVAS_616,test,train,SANAS_NUEVAS,616,own_field,0,0,0,SANAS_SOCORRO_518
SANAS_NUEVAS_617,val,train,SANAS_NUEVAS,617,own_field,0,0,0,SANAS_SOCORRO_518
SANAS_NUEVAS_618,train,train,SANAS_NUEVAS,618,own_field,0,0,0,SANAS_SOCORRO_518
SANAS_NUEVAS_619,train,train,SANAS_NUEVAS,619,own_field,0,0,0,SANAS_SOCORRO_518
SANAS_NUEVAS_62,train,train,SANAS_NUEVAS,62,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_620,val,train,SANAS_NUEVAS,620,own_field,0,0,0,SANAS_NUEVAS_620
SANAS_NUEVAS_63,val,train,SANAS_NUEVAS,63,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_64,train,train,SANAS_NUEVAS,64,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_65,test,train,SANAS_NUEVAS,65,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_66,train,train,SANAS_NUEVAS,66,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_67,val,train,SANAS_NUEVAS,67,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_68,train,train,SANAS_NUEVAS,68,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_69,train,train,SANAS_NUEVAS,69,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_7,train,train,SANAS_NUEVAS,7,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_70,train,train,SANAS_NUEVAS,70,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_71,train,train,SANAS_NUEVAS,71,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_72,test,train,SANAS_NUEVAS,72,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_73,test,train,SANAS_NUEVAS,73,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_74,train,train,SANAS_NUEVAS,74,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_75,train,train,SANAS_NUEVAS,75,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_76,test,train,SANAS_NUEVAS,76,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_77,test,train,SANAS_NUEVAS,77,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_78,train,train,SANAS_NUEVAS,78,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_79,train,train,SANAS_NUEVAS,79,own_field,0,0,0,SANAS_NUEVAS_62
SANAS_NUEVAS_8,val,train,SANAS_NUEVAS,8,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_80,val,val,SANAS_NUEVAS,80,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_81,val,val,SANAS_NUEVAS,81,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_82,train,val,SANAS_NUEVAS,82,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_83,train,val,SANAS_NUEVAS,83,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_84,test,val,SANAS_NUEVAS,84,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_85,train,val,SANAS_NUEVAS,85,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_86,test,val,SANAS_NUEVAS,86,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_87,test,val,SANAS_NUEVAS,87,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_88,train,val,SANAS_NUEVAS,88,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_89,train,val,SANAS_NUEVAS,89,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_9,train,train,SANAS_NUEVAS,9,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_NUEVAS_90,val,val,SANAS_NUEVAS,90,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_91,train,val,SANAS_NUEVAS,91,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_92,val,val,SANAS_NUEVAS,92,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_93,train,val,SANAS_NUEVAS,93,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_94,test,val,SANAS_NUEVAS,94,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_95,train,val,SANAS_NUEVAS,95,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_96,train,val,SANAS_NUEVAS,96,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_97,test,val,SANAS_NUEVAS,97,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_98,train,val,SANAS_NUEVAS,98,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_NUEVAS_99,train,val,SANAS_NUEVAS,99,own_field,0,0,0,SANAS_NUEVAS_90
SANAS_SOCORRO_1,train,train,SANAS_SOCORRO,1,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_10,train,train,SANAS_SOCORRO,10,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_100,train,test,SANAS_SOCORRO,100,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_101,train,test,SANAS_SOCORRO,101,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_102,test,test,SANAS_SOCORRO,102,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_103,train,test,SANAS_SOCORRO,103,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_104,train,test,SANAS_SOCORRO,104,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_105,val,test,SANAS_SOCORRO,105,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_106,train,test,SANAS_SOCORRO,106,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_107,val,test,SANAS_SOCORRO,107,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_108,train,test,SANAS_SOCORRO,108,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_109,test,test,SANAS_SOCORRO,109,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_11,val,train,SANAS_SOCORRO,11,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_110,train,test,SANAS_SOCORRO,110,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_111,test,test,SANAS_SOCORRO,111,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_112,train,test,SANAS_SOCORRO,112,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_113,train,test,SANAS_SOCORRO,113,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_114,train,test,SANAS_SOCORRO,114,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_115,train,test,SANAS_SOCORRO,115,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_116,train,test,SANAS_SOCORRO,116,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_117,train,test,SANAS_SOCORRO,117,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_118,train,test,SANAS_SOCORRO,118,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_119,train,test,SANAS_SOCORRO,119,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_12,train,train,SANAS_SOCORRO,12,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_120,train,test,SANAS_SOCORRO,120,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_121,train,test,SANAS_SOCORRO,121,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_122,test,test,SANAS_SOCORRO,122,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_123,train,test,SANAS_SOCORRO,123,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_124,test,test,SANAS_SOCORRO,124,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_125,train,test,SANAS_SOCORRO,125,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_126,train,test,SANAS_SOCORRO,126,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_127,train,test,SANAS_SOCORRO,127,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_128,val,test,SANAS_SOCORRO,128,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_129,train,test,SANAS_SOCORRO,129,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_13,test,train,SANAS_SOCORRO,13,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_130,test,test,SANAS_SOCORRO,130,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_131,train,test,SANAS_SOCORRO,131,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_132,train,test,SANAS_SOCORRO,132,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_133,val,test,SANAS_SOCORRO,133,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_134,train,test,SANAS_SOCORRO,134,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_135,train,test,SANAS_SOCORRO,135,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_136,train,test,SANAS_SOCORRO,136,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_137,train,test,SANAS_SOCORRO,137,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_138,test,test,SANAS_SOCORRO,138,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_139,test,test,SANAS_SOCORRO,139,own_field,0,0,0,SANAS_SOCORRO_109
SANAS_SOCORRO_14,train,train,SANAS_SOCORRO,14,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_140,train,val,SANAS_SOCORRO,140,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_141,test,val,SANAS_SOCORRO,141,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_142,test,val,SANAS_SOCORRO,142,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_143,train,val,SANAS_SOCORRO,143,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_144,train,val,SANAS_SOCORRO,144,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_145,train,val,SANAS_SOCORRO,145,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_146,train,val,SANAS_SOCORRO,146,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_147,train,val,SANAS_SOCORRO,147,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_148,train,val,SANAS_SOCORRO,148,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_149,train,val,SANAS_SOCORRO,149,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_15,train,train,SANAS_SOCORRO,15,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_150,train,val,SANAS_SOCORRO,150,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_151,train,val,SANAS_SOCORRO,151,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_152,train,val,SANAS_SOCORRO,152,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_153,val,val,SANAS_SOCORRO,153,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_154,train,val,SANAS_SOCORRO,154,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_155,train,val,SANAS_SOCORRO,155,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_156,test,val,SANAS_SOCORRO,156,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_157,train,val,SANAS_SOCORRO,157,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_158,val,val,SANAS_SOCORRO,158,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_159,train,val,SANAS_SOCORRO,159,own_field,0,0,0,SANAS_NUEVAS_330
SANAS_SOCORRO_16,val,train,SANAS_SOCORRO,16,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_160,train,train,SANAS_SOCORRO,160,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_161,train,train,SANAS_SOCORRO,161,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_162,train,train,SANAS_SOCORRO,162,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_163,test,train,SANAS_SOCORRO,163,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_164,test,train,SANAS_SOCORRO,164,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_165,train,train,SANAS_SOCORRO,165,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_166,train,train,SANAS_SOCORRO,166,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_167,val,train,SANAS_SOCORRO,167,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_168,train,train,SANAS_SOCORRO,168,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_169,test,train,SANAS_SOCORRO,169,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_17,train,train,SANAS_SOCORRO,17,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_170,val,train,SANAS_SOCORRO,170,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_171,val,train,SANAS_SOCORRO,171,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_172,train,train,SANAS_SOCORRO,172,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_173,train,train,SANAS_SOCORRO,173,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_174,test,train,SANAS_SOCORRO,174,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_175,val,train,SANAS_SOCORRO,175,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_176,train,train,SANAS_SOCORRO,176,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_177,train,train,SANAS_SOCORRO,177,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_178,test,train,SANAS_SOCORRO,178,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_179,train,train,SANAS_SOCORRO,179,own_field,0,0,0,SANAS_SOCORRO_167
SANAS_SOCORRO_18,train,train,SANAS_SOCORRO,18,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_180,train,train,SANAS_SOCORRO,180,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_181,test,train,SANAS_SOCORRO,181,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_182,test,train,SANAS_SOCORRO,182,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_183,train,train,SANAS_SOCORRO,183,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_184,train,train,SANAS_SOCORRO,184,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_185,train,train,SANAS_SOCORRO,185,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_186,val,train,SANAS_SOCORRO,186,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_187,train,train,SANAS_SOCORRO,187,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_188,val,train,SANAS_SOCORRO,188,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_189,train,train,SANAS_SOCORRO,189,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_19,val,train,SANAS_SOCORRO,19,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_190,val,train,SANAS_SOCORRO,190,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_191,train,train,SANAS_SOCORRO,191,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_192,train,train,SANAS_SOCORRO,192,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_193,val,train,SANAS_SOCORRO,193,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_194,train,train,SANAS_SOCORRO,194,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_195,train,train,SANAS_SOCORRO,195,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_196,train,train,SANAS_SOCORRO,196,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_197,train,train,SANAS_SOCORRO,197,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_198,train,train,SANAS_SOCORRO,198,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_199,train,train,SANAS_SOCORRO,199,own_field,0,0,0,SANAS_NUEVAS_375
SANAS_SOCORRO_2,val,train,SANAS_SOCORRO,2,own_field,0,0,0,SANAS_NUEVAS_243
SANAS_SOCORRO_20,train,train,SANAS_SOCORRO,20,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_200,train,test,SANAS_SOCORRO,200,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_201,train,test,SANAS_SOCORRO,201,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_202,train,test,SANAS_SOCORRO,202,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_203,val,test,SANAS_SOCORRO,203,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_204,val,test,SANAS_SOCORRO,204,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_205,train,test,SANAS_SOCORRO,205,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_206,train,test,SANAS_SOCORRO,206,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_207,val,test,SANAS_SOCORRO,207,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_208,train,test,SANAS_SOCORRO,208,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_209,train,test,SANAS_SOCORRO,209,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_21,val,train,SANAS_SOCORRO,21,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_210,test,test,SANAS_SOCORRO,210,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_211,train,test,SANAS_SOCORRO,211,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_212,train,test,SANAS_SOCORRO,212,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_213,train,test,SANAS_SOCORRO,213,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_214,test,test,SANAS_SOCORRO,214,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_215,train,test,SANAS_SOCORRO,215,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_216,train,test,SANAS_SOCORRO,216,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_217,train,test,SANAS_SOCORRO,217,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_218,test,test,SANAS_SOCORRO,218,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_219,train,test,SANAS_SOCORRO,219,own_field,0,0,0,SANAS_NUEVAS_384
SANAS_SOCORRO_22,val,train,SANAS_SOCORRO,22,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_220,train,train,SANAS_SOCORRO,220,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_221,train,train,SANAS_SOCORRO,221,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_222,test,train,SANAS_SOCORRO,222,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_223,train,train,SANAS_SOCORRO,223,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_224,train,train,SANAS_SOCORRO,224,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_225,val,train,SANAS_SOCORRO,225,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_226,train,train,SANAS_SOCORRO,226,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_227,train,train,SANAS_SOCORRO,227,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_228,train,train,SANAS_SOCORRO,228,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_229,train,train,SANAS_SOCORRO,229,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_23,train,train,SANAS_SOCORRO,23,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_230,val,train,SANAS_SOCORRO,230,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_231,train,train,SANAS_SOCORRO,231,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_232,train,train,SANAS_SOCORRO,232,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_233,train,train,SANAS_SOCORRO,233,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_234,test,train,SANAS_SOCORRO,234,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_235,train,train,SANAS_SOCORRO,235,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_236,train,train,SANAS_SOCORRO,236,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_237,train,train,SANAS_SOCORRO,237,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_238,val,train,SANAS_SOCORRO,238,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_239,train,train,SANAS_SOCORRO,239,own_field,0,0,0,SANAS_SOCORRO_231
SANAS_SOCORRO_24,train,train,SANAS_SOCORRO,24,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_240,test,val,SANAS_SOCORRO,240,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_241,test,val,SANAS_SOCORRO,241,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_242,train,val,SANAS_SOCORRO,242,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_243,test,val,SANAS_SOCORRO,243,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_244,test,val,SANAS_SOCORRO,244,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_245,train,val,SANAS_SOCORRO,245,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_246,train,val,SANAS_SOCORRO,246,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_247,test,val,SANAS_SOCORRO,247,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_248,train,val,SANAS_SOCORRO,248,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_249,train,val,SANAS_SOCORRO,249,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_25,train,train,SANAS_SOCORRO,25,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_250,train,val,SANAS_SOCORRO,250,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_251,train,val,SANAS_SOCORRO,251,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_252,val,val,SANAS_SOCORRO,252,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_253,train,val,SANAS_SOCORRO,253,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_254,train,val,SANAS_SOCORRO,254,own_field,0,1,0,SANAS_SOCORRO_276
SANAS_SOCORRO_255,train,val,SANAS_SOCORRO,255,own_field,0,1,0,SANAS_SOCORRO_276
SANAS_SOCORRO_256,train,val,SANAS_SOCORRO,256,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_257,train,val,SANAS_SOCORRO,257,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_258,train,val,SANAS_SOCORRO,258,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_259,train,val,SANAS_SOCORRO,259,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_26,test,train,SANAS_SOCORRO,26,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_260,train,val,SANAS_SOCORRO,260,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_261,train,val,SANAS_SOCORRO,261,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_262,train,val,SANAS_SOCORRO,262,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_263,train,val,SANAS_SOCORRO,263,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_264,train,val,SANAS_SOCORRO,264,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_265,train,val,SANAS_SOCORRO,265,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_266,train,val,SANAS_SOCORRO,266,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_267,train,val,SANAS_SOCORRO,267,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_268,train,val,SANAS_SOCORRO,268,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_269,train,val,SANAS_SOCORRO,269,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_27,train,train,SANAS_SOCORRO,27,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_270,train,val,SANAS_SOCORRO,270,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_271,train,val,SANAS_SOCORRO,271,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_272,val,val,SANAS_SOCORRO,272,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_273,train,val,SANAS_SOCORRO,273,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_274,train,val,SANAS_SOCORRO,274,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_275,train,val,SANAS_SOCORRO,275,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_276,train,val,SANAS_SOCORRO,276,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_277,train,val,SANAS_SOCORRO,277,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_278,train,val,SANAS_SOCORRO,278,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_279,train,val,SANAS_SOCORRO,279,own_field,0,0,0,SANAS_SOCORRO_276
SANAS_SOCORRO_28,train,train,SANAS_SOCORRO,28,own_field,0,0,0,SANAS_SOCORRO_34
SANAS_SOCORRO_280,train,train,SANAS_SOCORRO,280,own_field,0,0,0,SANAS_NUEVAS_489
